ROUTE,EMBARK_PORT,DISEMBARK_PORT,CABIN_TYPE,DURATION,CRUISE_REGION,BOOKING_WEEK_PRIOR,CANCEL_WEEK_PRIOR,EMBARK_REGION,DEBARK_REGION,PRICE_PAID,NO_OF_PEOPLE_ON_BOOKING
HKG-SOU,HKG,SOU,B,36,Southeast Asia,44,2,Hong Kong,UK,6102.03,2
HKG-SOU,HKG,SOU,I,36,Southeast Asia,44,,Hong Kong,UK,7817.14,2
HKG-SOU,HKG,SOU,O,36,Southeast Asia,44,,Hong Kong,UK,6300.23,2
HKG-SOU,HKG,SOU,O,36,Southeast Asia,44,,Hong Kong,UK,4770.73,2
SFO-AKL,SFO,AKL,B,16,South Pacific,44,38,USA - West Coast,New Zealand,2074.11,2
SFO-SYD,SFO,SYD,B,20,South Pacific,44,,USA - West Coast,Australia - New South Wales,3755.14,1
SFO-SYD,SFO,SYD,O,20,South Pacific,44,,USA - West Coast,Australia - New South Wales,3876.80,1
SFO-SYD,SFO,SYD,I,20,South Pacific,44,5,USA - West Coast,Australia - New South Wales,3535.14,2
SFO-SYD,SFO,SYD,B,20,South Pacific,44,10,USA - West Coast,Australia - New South Wales,3195.30,2
SFO-SYD,SFO,SYD,B,20,South Pacific,44,25,USA - West Coast,Australia - New South Wales,3944.70,2
SFO-SYD,SFO,SYD,B,20,South Pacific,44,,USA - West Coast,Australia - New South Wales,3879.76,2
SFO-SYD,SFO,SYD,B,20,South Pacific,44,,USA - West Coast,Australia - New South Wales,3277.83,2
SIN-DXB,SIN,DXB,B,11,Southern Asia,44,14,Singapore,UAE,2118.96,2
SIN-SOU,SIN,SOU,B,30,Southern Asia,44,34,Singapore,UK,6463.17,2
SIN-SOU,SIN,SOU,B,30,Southern Asia,44,,Singapore,UK,7011.23,2
SOU-AKL,SOU,AKL,S,40,West Bound,44,26,UK,New Zealand,12786.54,1
SOU-AKL,SOU,AKL,B,40,West Bound,44,,UK,New Zealand,7184.49,2
SOU-AKL,SOU,AKL,B,40,West Bound,44,,UK,New Zealand,6898.26,2
SOU-AKL,SOU,AKL,B,40,West Bound,44,,UK,New Zealand,6337.27,2
SOU-BNE,SOU,BNE,O,47,West Bound,44,14,UK,Australia - Queensland,8087.31,2
SOU-SFO,SOU,SFO,I,24,Panama Canal,44,10,UK,USA - West Coast,1559.92,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,44,14,UK,USA - West Coast,3969.69,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,44,,UK,USA - West Coast,3925.86,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,44,,UK,USA - West Coast,2231.50,2
SOU-SOU,SOU,SOU,B,99,West Bound,44,0,UK,UK,13869.11,2
SOU-SOU,SOU,SOU,O,99,West Bound,44,11,UK,UK,11610.89,2
SOU-SOU,SOU,SOU,B,99,West Bound,44,,UK,UK,15413.01,2
SOU-SOU,SOU,SOU,B,99,West Bound,44,,UK,UK,20712.56,2
SOU-SOU,SOU,SOU,O,99,West Bound,44,,UK,UK,19914.64,2
SOU-SYD,SOU,SYD,B,44,West Bound,44,11,UK,Australia - New South Wales,8473.01,2
SOU-SYD,SOU,SYD,I,44,West Bound,44,30,UK,Australia - New South Wales,6482.16,2
SOU-SYD,SOU,SYD,B,44,West Bound,44,36,UK,Australia - New South Wales,5059.79,2
SOU-SYD,SOU,SYD,B,44,West Bound,44,36,UK,Australia - New South Wales,4972.33,2
SOU-SYD,SOU,SYD,B,44,West Bound,44,43,UK,Australia - New South Wales,6548.59,2
SOU-SYD,SOU,SYD,B,44,West Bound,44,,UK,Australia - New South Wales,8476.10,2
SOU-SYD,SOU,SYD,B,44,West Bound,44,,UK,Australia - New South Wales,9376.12,2
SOU-SYD,SOU,SYD,B,44,West Bound,44,,UK,Australia - New South Wales,8579.67,2
SOU-SYD,SOU,SYD,O,44,West Bound,44,,UK,Australia - New South Wales,6366.50,2
SOU-SYD,SOU,SYD,O,44,West Bound,44,,UK,Australia - New South Wales,5418.56,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,44,3,Australia - New South Wales,Hong Kong,3602.72,1
SYD-HKG,SYD,HKG,O,19,GB Reef/Queensland,44,,Australia - New South Wales,Hong Kong,2530.05,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,44,27,Australia - New South Wales,Singapore,3825.74,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,44,35,Australia - New South Wales,Singapore,8477.37,2
SYD-SIN,SYD,SIN,I,25,Southeast Asia,44,,Australia - New South Wales,Singapore,3614.95,2
SYD-SIN,SYD,SIN,O,25,Southeast Asia,44,,Australia - New South Wales,Singapore,3302.37,2
SYD-SIN,SYD,SIN,O,25,Southeast Asia,44,,Australia - New South Wales,Singapore,4327.97,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,44,,Australia - New South Wales,UK,6712.54,1
SYD-SOU,SYD,SOU,O,55,Southeast Asia,44,,Australia - New South Wales,UK,8180.40,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,44,,Australia - New South Wales,UK,9438.06,4
AKL-SOU,AKL,SOU,B,59,Southeast Asia,45,39,New Zealand,UK,11887.96,2
BNE-SOU,BNE,SOU,B,52,Southeast Asia,45,24,Australia - Queensland,UK,9825.21,2
DXB-SOU,DXB,SOU,B,19,Middle East,45,5,UAE,UK,1894.86,2
DXB-SOU,DXB,SOU,I,19,Middle East,45,23,UAE,UK,3654.98,2
DXB-SOU,DXB,SOU,B,19,Middle East,45,,UAE,UK,3235.39,2
DXB-SOU,DXB,SOU,I,19,Middle East,45,,UAE,UK,1563.15,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,45,,Hong Kong,UAE,2686.75,1
HKG-DXB,HKG,DXB,I,17,Southeast Asia,45,,Hong Kong,UAE,2630.12,1
HKG-DXB,HKG,DXB,B,17,Southeast Asia,45,,Hong Kong,UAE,3311.19,2
HKG-DXB,HKG,DXB,I,17,Southeast Asia,45,,Hong Kong,UAE,5023.71,2
HKG-SOU,HKG,SOU,O,36,Southeast Asia,45,,Hong Kong,UK,9382.39,1
SFO-SYD,SFO,SYD,B,20,South Pacific,45,35,USA - West Coast,Australia - New South Wales,3960.30,1
SFO-SYD,SFO,SYD,O,20,South Pacific,45,40,USA - West Coast,Australia - New South Wales,2995.90,1
SFO-SYD,SFO,SYD,I,20,South Pacific,45,0,USA - West Coast,Australia - New South Wales,2643.60,2
SFO-SYD,SFO,SYD,I,20,South Pacific,45,37,USA - West Coast,Australia - New South Wales,3108.59,2
SFO-SYD,SFO,SYD,B,20,South Pacific,45,,USA - West Coast,Australia - New South Wales,3668.93,2
SFO-SYD,SFO,SYD,B,20,South Pacific,45,,USA - West Coast,Australia - New South Wales,3374.91,2
SFO-SYD,SFO,SYD,B,20,South Pacific,45,,USA - West Coast,Australia - New South Wales,8402.05,2
SFO-SYD,SFO,SYD,I,20,South Pacific,45,,USA - West Coast,Australia - New South Wales,3836.20,2
SIN-SOU,SIN,SOU,B,30,Southern Asia,45,,Singapore,UK,5727.26,2
SOU-AKL,SOU,AKL,B,40,West Bound,45,,UK,New Zealand,6849.65,2
SOU-BNE,SOU,BNE,I,47,West Bound,45,42,UK,Australia - Queensland,6502.09,2
SOU-BNE,SOU,BNE,B,47,West Bound,45,,UK,Australia - Queensland,7563.11,2
SOU-SFO,SOU,SFO,I,24,Panama Canal,45,1,UK,USA - West Coast,1709.20,1
SOU-SFO,SOU,SFO,B,24,Panama Canal,45,6,UK,USA - West Coast,2050.08,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,45,23,UK,USA - West Coast,5208.02,2
SOU-SFO,SOU,SFO,O,24,Panama Canal,45,41,UK,USA - West Coast,1984.86,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,45,,UK,USA - West Coast,2250.55,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,45,,UK,USA - West Coast,4414.83,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,45,,UK,USA - West Coast,4599.07,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,45,,UK,USA - West Coast,2393.99,2
SOU-SFO,SOU,SFO,I,24,Panama Canal,45,,UK,USA - West Coast,1167.30,2
SOU-SFO,SOU,SFO,I,24,Panama Canal,45,,UK,USA - West Coast,1872.58,2
SOU-SOU,SOU,SOU,S,99,West Bound,45,,UK,UK,29774.94,1
SOU-SOU,SOU,SOU,B,99,West Bound,45,4,UK,UK,21656.37,2
SOU-SOU,SOU,SOU,B,99,West Bound,45,4,UK,UK,13920.91,2
SOU-SOU,SOU,SOU,B,99,West Bound,45,7,UK,UK,32667.74,2
SOU-SOU,SOU,SOU,B,99,West Bound,45,19,UK,UK,17527.47,2
SOU-SOU,SOU,SOU,B,99,West Bound,45,44,UK,UK,15834.55,2
SOU-SOU,SOU,SOU,B,99,West Bound,45,,UK,UK,18253.72,2
SOU-SOU,SOU,SOU,B,99,West Bound,45,,UK,UK,17741.19,2
SOU-SOU,SOU,SOU,B,99,West Bound,45,,UK,UK,17581.04,2
SOU-SOU,SOU,SOU,B,99,West Bound,45,,UK,UK,16601.26,2
SOU-SOU,SOU,SOU,B,99,West Bound,45,,UK,UK,14408.51,2
SOU-SOU,SOU,SOU,B,99,West Bound,45,,UK,UK,20511.50,2
SOU-SOU,SOU,SOU,B,99,West Bound,45,,UK,UK,22036.73,2
SOU-SOU,SOU,SOU,B,99,West Bound,45,,UK,UK,17793.46,2
SOU-SOU,SOU,SOU,I,99,West Bound,45,,UK,UK,24124.72,2
SOU-SYD,SOU,SYD,B,44,West Bound,45,35,UK,Australia - New South Wales,6299.92,2
SOU-SYD,SOU,SYD,B,44,West Bound,45,,UK,Australia - New South Wales,13467.90,2
SOU-SYD,SOU,SYD,B,44,West Bound,45,,UK,Australia - New South Wales,9981.71,2
SOU-SYD,SOU,SYD,I,44,West Bound,45,,UK,Australia - New South Wales,3414.62,2
SOU-SYD,SOU,SYD,O,44,West Bound,45,,UK,Australia - New South Wales,11084.22,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,45,,Australia - New South Wales,Hong Kong,3451.69,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,45,,Australia - New South Wales,Hong Kong,2748.88,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,45,,Australia - New South Wales,Hong Kong,4135.77,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,45,22,Australia - New South Wales,Singapore,4270.09,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,45,,Australia - New South Wales,Singapore,5172.80,2
SYD-SIN,SYD,SIN,O,25,Southeast Asia,45,,Australia - New South Wales,Singapore,2759.72,2
SYD-SOU,SYD,SOU,O,55,Southeast Asia,45,,Australia - New South Wales,UK,5917.72,1
SYD-SOU,SYD,SOU,I,55,Southeast Asia,45,,Australia - New South Wales,UK,6392.92,2
SYD-SOU,SYD,SOU,O,55,Southeast Asia,45,,Australia - New South Wales,UK,13723.18,2
AKL-SOU,AKL,SOU,I,59,Southeast Asia,46,36,New Zealand,UK,8038.65,1
AKL-SOU,AKL,SOU,B,59,Southeast Asia,46,12,New Zealand,UK,6851.72,2
AKL-SOU,AKL,SOU,I,59,Southeast Asia,46,,New Zealand,UK,6968.02,2
AKL-SOU,AKL,SOU,O,59,Southeast Asia,46,,New Zealand,UK,8175.89,2
BNE-SOU,BNE,SOU,B,52,Southeast Asia,46,,Australia - Queensland,UK,9873.44,1
BNE-SOU,BNE,SOU,B,52,Southeast Asia,46,,Australia - Queensland,UK,8431.94,2
DXB-SOU,DXB,SOU,B,19,Middle East,46,,UAE,UK,1805.70,1
DXB-SOU,DXB,SOU,B,19,Middle East,46,15,UAE,UK,6760.49,2
DXB-SOU,DXB,SOU,B,19,Middle East,46,,UAE,UK,2156.78,2
DXB-SOU,DXB,SOU,B,19,Middle East,46,,UAE,UK,3813.52,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,46,,Hong Kong,UAE,2590.61,1
HKG-DXB,HKG,DXB,B,17,Southeast Asia,46,22,Hong Kong,UAE,3368.03,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,46,31,Hong Kong,UAE,2797.55,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,46,,Hong Kong,UAE,3892.08,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,46,,Hong Kong,UAE,2838.68,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,46,,Hong Kong,UAE,3347.58,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,46,,Hong Kong,UAE,3766.56,2
HKG-DXB,HKG,DXB,I,17,Southeast Asia,46,,Hong Kong,UAE,3680.20,2
SFO-SYD,SFO,SYD,B,20,South Pacific,46,,USA - West Coast,Australia - New South Wales,4556.06,1
SFO-SYD,SFO,SYD,B,20,South Pacific,46,8,USA - West Coast,Australia - New South Wales,4152.05,2
SFO-SYD,SFO,SYD,B,20,South Pacific,46,10,USA - West Coast,Australia - New South Wales,4494.53,2
SFO-SYD,SFO,SYD,B,20,South Pacific,46,12,USA - West Coast,Australia - New South Wales,4364.57,2
SFO-SYD,SFO,SYD,B,20,South Pacific,46,31,USA - West Coast,Australia - New South Wales,4031.74,2
SFO-SYD,SFO,SYD,B,20,South Pacific,46,35,USA - West Coast,Australia - New South Wales,3490.26,2
SFO-SYD,SFO,SYD,B,20,South Pacific,46,,USA - West Coast,Australia - New South Wales,4383.71,2
SFO-SYD,SFO,SYD,B,20,South Pacific,46,,USA - West Coast,Australia - New South Wales,4600.64,2
SFO-SYD,SFO,SYD,B,20,South Pacific,46,,USA - West Coast,Australia - New South Wales,4217.61,2
SFO-SYD,SFO,SYD,B,20,South Pacific,46,,USA - West Coast,Australia - New South Wales,2785.23,2
SFO-SYD,SFO,SYD,B,20,South Pacific,46,,USA - West Coast,Australia - New South Wales,8168.93,2
SFO-SYD,SFO,SYD,O,20,South Pacific,46,,USA - West Coast,Australia - New South Wales,3444.10,2
SFO-SYD,SFO,SYD,O,20,South Pacific,46,,USA - West Coast,Australia - New South Wales,3369.78,2
SIN-DXB,SIN,DXB,B,11,Southern Asia,46,,Singapore,UAE,2580.73,2
SIN-SOU,SIN,SOU,B,30,Southern Asia,46,,Singapore,UK,6275.32,2
SIN-SOU,SIN,SOU,B,30,Southern Asia,46,,Singapore,UK,5941.97,2
SOU-AKL,SOU,AKL,B,40,West Bound,46,0,UK,New Zealand,6544.01,2
SOU-AKL,SOU,AKL,B,40,West Bound,46,,UK,New Zealand,5857.57,2
SOU-AKL,SOU,AKL,I,40,West Bound,46,,UK,New Zealand,4432.80,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,46,44,UK,USA - West Coast,2036.46,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,46,,UK,USA - West Coast,3953.75,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,46,,UK,USA - West Coast,4320.19,2
SOU-SFO,SOU,SFO,O,24,Panama Canal,46,,UK,USA - West Coast,7117.46,2
SOU-SOU,SOU,SOU,I,99,West Bound,46,,UK,UK,12537.78,1
SOU-SOU,SOU,SOU,O,99,West Bound,46,27,UK,UK,15014.35,2
SOU-SOU,SOU,SOU,B,99,West Bound,46,,UK,UK,15300.66,2
SOU-SOU,SOU,SOU,B,99,West Bound,46,,UK,UK,17682.99,2
SOU-SOU,SOU,SOU,O,99,West Bound,46,,UK,UK,10552.12,2
SOU-SYD,SOU,SYD,I,44,West Bound,46,11,UK,Australia - New South Wales,3372.34,2
SOU-SYD,SOU,SYD,B,44,West Bound,46,,UK,Australia - New South Wales,3871.78,2
SOU-SYD,SOU,SYD,B,44,West Bound,46,,UK,Australia - New South Wales,7428.44,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,46,1,Australia - New South Wales,Hong Kong,4760.89,2
SYD-HKG,SYD,HKG,I,19,GB Reef/Queensland,46,,Australia - New South Wales,Hong Kong,3271.04,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,46,,Australia - New South Wales,Hong Kong,3566.49,3
SYD-SIN,SYD,SIN,B,25,Southeast Asia,46,35,Australia - New South Wales,Singapore,5828.54,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,46,,Australia - New South Wales,Singapore,4062.33,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,46,,Australia - New South Wales,UK,5834.13,1
SYD-SOU,SYD,SOU,B,55,Southeast Asia,46,24,Australia - New South Wales,UK,11275.37,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,46,43,Australia - New South Wales,UK,10272.18,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,46,,Australia - New South Wales,UK,11304.59,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,46,,Australia - New South Wales,UK,11691.66,2
SYD-SOU,SYD,SOU,I,55,Southeast Asia,46,,Australia - New South Wales,UK,4280.32,2
BNE-SOU,BNE,SOU,B,52,Southeast Asia,47,16,Australia - Queensland,UK,9403.57,2
DXB-SOU,DXB,SOU,B,19,Middle East,47,,UAE,UK,2929.40,1
DXB-SOU,DXB,SOU,O,19,Middle East,47,,UAE,UK,1786.34,1
DXB-SOU,DXB,SOU,B,19,Middle East,47,,UAE,UK,2520.67,2
DXB-SOU,DXB,SOU,S,19,Middle East,47,,UAE,UK,6072.15,2
HKG-DXB,HKG,DXB,O,17,Southeast Asia,47,,Hong Kong,UAE,3073.88,1
HKG-DXB,HKG,DXB,B,17,Southeast Asia,47,15,Hong Kong,UAE,4264.10,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,47,,Hong Kong,UAE,3229.28,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,47,,Hong Kong,UAE,2755.00,2
HKG-DXB,HKG,DXB,O,17,Southeast Asia,47,,Hong Kong,UAE,1971.86,2
HKG-SOU,HKG,SOU,B,36,Southeast Asia,47,,Hong Kong,UK,8164.26,1
HKG-SOU,HKG,SOU,B,36,Southeast Asia,47,,Hong Kong,UK,4376.42,2
HKG-SOU,HKG,SOU,B,36,Southeast Asia,47,,Hong Kong,UK,6591.44,2
HKG-SOU,HKG,SOU,B,36,Southeast Asia,47,,Hong Kong,UK,5716.70,2
SFO-AKL,SFO,AKL,B,16,South Pacific,47,16,USA - West Coast,New Zealand,3556.92,1
SFO-SYD,SFO,SYD,B,20,South Pacific,47,10,USA - West Coast,Australia - New South Wales,4739.82,2
SFO-SYD,SFO,SYD,B,20,South Pacific,47,29,USA - West Coast,Australia - New South Wales,3900.07,2
SFO-SYD,SFO,SYD,B,20,South Pacific,47,,USA - West Coast,Australia - New South Wales,4270.86,2
SFO-SYD,SFO,SYD,B,20,South Pacific,47,,USA - West Coast,Australia - New South Wales,3542.41,2
SFO-SYD,SFO,SYD,I,20,South Pacific,47,,USA - West Coast,Australia - New South Wales,3473.96,2
SFO-SYD,SFO,SYD,O,20,South Pacific,47,,USA - West Coast,Australia - New South Wales,3416.21,3
SIN-DXB,SIN,DXB,O,11,Southern Asia,47,3,Singapore,UAE,1691.05,2
SIN-DXB,SIN,DXB,B,11,Southern Asia,47,36,Singapore,UAE,1645.67,2
SIN-DXB,SIN,DXB,I,11,Southern Asia,47,36,Singapore,UAE,2841.26,2
SIN-SOU,SIN,SOU,O,30,Southern Asia,47,,Singapore,UK,4316.04,2
SOU-AKL,SOU,AKL,B,40,West Bound,47,,UK,New Zealand,8421.48,2
SOU-BNE,SOU,BNE,B,47,West Bound,47,,UK,Australia - Queensland,7075.39,2
SOU-BNE,SOU,BNE,B,47,West Bound,47,,UK,Australia - Queensland,7642.53,2
SOU-BNE,SOU,BNE,B,47,West Bound,47,,UK,Australia - Queensland,9793.75,2
SOU-BNE,SOU,BNE,B,47,West Bound,47,,UK,Australia - Queensland,10918.05,2
SOU-SFO,SOU,SFO,I,24,Panama Canal,47,19,UK,USA - West Coast,1300.06,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,47,,UK,USA - West Coast,5276.82,2
SOU-SFO,SOU,SFO,O,24,Panama Canal,47,,UK,USA - West Coast,3621.03,2
SOU-SOU,SOU,SOU,B,99,West Bound,47,,UK,UK,28899.86,1
SOU-SOU,SOU,SOU,S,99,West Bound,47,25,UK,UK,27823.80,2
SOU-SOU,SOU,SOU,I,99,West Bound,47,43,UK,UK,14476.34,2
SOU-SOU,SOU,SOU,B,99,West Bound,47,,UK,UK,20928.37,2
SOU-SOU,SOU,SOU,B,99,West Bound,47,,UK,UK,39243.09,2
SOU-SOU,SOU,SOU,B,99,West Bound,47,,UK,UK,15728.95,2
SOU-SOU,SOU,SOU,O,99,West Bound,47,,UK,UK,20089.42,2
SOU-SYD,SOU,SYD,B,44,West Bound,47,27,UK,Australia - New South Wales,8437.27,1
SOU-SYD,SOU,SYD,B,44,West Bound,47,35,UK,Australia - New South Wales,7288.52,1
SYD-SIN,SYD,SIN,B,25,Southeast Asia,47,37,Australia - New South Wales,Singapore,4921.75,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,47,,Australia - New South Wales,Singapore,4223.96,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,47,,Australia - New South Wales,Singapore,4494.95,2
SYD-SOU,SYD,SOU,S,55,Southeast Asia,47,,Australia - New South Wales,UK,17600.04,1
SYD-SOU,SYD,SOU,B,55,Southeast Asia,47,,Australia - New South Wales,UK,10705.64,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,47,,Australia - New South Wales,UK,8670.90,2
AKL-SOU,AKL,SOU,B,59,Southeast Asia,48,,New Zealand,UK,10826.53,2
BNE-SOU,BNE,SOU,B,52,Southeast Asia,48,,Australia - Queensland,UK,8906.35,2
BNE-SOU,BNE,SOU,I,52,Southeast Asia,48,,Australia - Queensland,UK,5664.18,2
DXB-SOU,DXB,SOU,B,19,Middle East,48,27,UAE,UK,3364.67,2
DXB-SOU,DXB,SOU,B,19,Middle East,48,36,UAE,UK,3054.82,2
DXB-SOU,DXB,SOU,B,19,Middle East,48,,UAE,UK,4292.61,2
HKG-DXB,HKG,DXB,O,17,Southeast Asia,48,,Hong Kong,UAE,2423.25,1
HKG-DXB,HKG,DXB,B,17,Southeast Asia,48,7,Hong Kong,UAE,3809.41,2
HKG-DXB,HKG,DXB,O,17,Southeast Asia,48,47,Hong Kong,UAE,1859.02,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,48,,Hong Kong,UAE,3242.97,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,48,,Hong Kong,UAE,3538.73,2
HKG-SOU,HKG,SOU,I,36,Southeast Asia,48,24,Hong Kong,UK,3462.52,1
HKG-SOU,HKG,SOU,I,36,Southeast Asia,48,,Hong Kong,UK,5810.32,2
HKG-SOU,HKG,SOU,O,36,Southeast Asia,48,,Hong Kong,UK,6666.18,2
SFO-SYD,SFO,SYD,O,20,South Pacific,48,,USA - West Coast,Australia - New South Wales,3536.37,1
SFO-SYD,SFO,SYD,O,20,South Pacific,48,10,USA - West Coast,Australia - New South Wales,3449.71,2
SFO-SYD,SFO,SYD,I,20,South Pacific,48,47,USA - West Coast,Australia - New South Wales,4018.55,2
SFO-SYD,SFO,SYD,B,20,South Pacific,48,,USA - West Coast,Australia - New South Wales,4503.16,2
SFO-SYD,SFO,SYD,B,20,South Pacific,48,,USA - West Coast,Australia - New South Wales,3385.08,2
SFO-SYD,SFO,SYD,B,20,South Pacific,48,,USA - West Coast,Australia - New South Wales,5882.50,2
SFO-SYD,SFO,SYD,O,20,South Pacific,48,,USA - West Coast,Australia - New South Wales,3170.63,2
SIN-DXB,SIN,DXB,B,11,Southern Asia,48,,Singapore,UAE,1691.74,1
SIN-DXB,SIN,DXB,B,11,Southern Asia,48,38,Singapore,UAE,1864.57,2
SOU-AKL,SOU,AKL,B,40,West Bound,48,,UK,New Zealand,7348.40,1
SOU-AKL,SOU,AKL,B,40,West Bound,48,6,UK,New Zealand,4280.71,2
SOU-AKL,SOU,AKL,B,40,West Bound,48,,UK,New Zealand,7482.33,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,48,13,UK,USA - West Coast,3417.81,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,48,,UK,USA - West Coast,3649.07,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,48,,UK,USA - West Coast,2407.13,2
SOU-SOU,SOU,SOU,B,99,West Bound,48,31,UK,UK,26198.65,1
SOU-SOU,SOU,SOU,I,99,West Bound,48,,UK,UK,23346.75,1
SOU-SOU,SOU,SOU,O,99,West Bound,48,,UK,UK,13278.89,1
SOU-SOU,SOU,SOU,B,99,West Bound,48,14,UK,UK,18404.10,2
SOU-SOU,SOU,SOU,B,99,West Bound,48,33,UK,UK,15623.32,2
SOU-SOU,SOU,SOU,B,99,West Bound,48,38,UK,UK,30873.56,2
SOU-SOU,SOU,SOU,B,99,West Bound,48,,UK,UK,35226.34,2
SOU-SOU,SOU,SOU,B,99,West Bound,48,,UK,UK,22914.97,2
SOU-SOU,SOU,SOU,B,99,West Bound,48,,UK,UK,16438.90,2
SOU-SOU,SOU,SOU,B,99,West Bound,48,,UK,UK,15861.94,2
SOU-SOU,SOU,SOU,B,99,West Bound,48,,UK,UK,18208.85,2
SOU-SOU,SOU,SOU,B,99,West Bound,48,,UK,UK,14792.47,2
SOU-SOU,SOU,SOU,B,99,West Bound,48,,UK,UK,25641.49,2
SOU-SOU,SOU,SOU,B,99,West Bound,48,,UK,UK,17300.10,2
SOU-SOU,SOU,SOU,S,99,West Bound,48,,UK,UK,26660.58,2
SOU-SYD,SOU,SYD,I,44,West Bound,48,35,UK,Australia - New South Wales,5842.67,1
SOU-SYD,SOU,SYD,B,44,West Bound,48,,UK,Australia - New South Wales,6501.13,1
SOU-SYD,SOU,SYD,O,44,West Bound,48,,UK,Australia - New South Wales,9395.36,1
SOU-SYD,SOU,SYD,B,44,West Bound,48,,UK,Australia - New South Wales,11154.78,2
SOU-SYD,SOU,SYD,B,44,West Bound,48,,UK,Australia - New South Wales,8269.81,2
SOU-SYD,SOU,SYD,O,44,West Bound,48,,UK,Australia - New South Wales,6097.60,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,48,,Australia - New South Wales,Hong Kong,3773.33,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,48,,Australia - New South Wales,Hong Kong,4413.40,2
SYD-SIN,SYD,SIN,I,25,Southeast Asia,48,4,Australia - New South Wales,Singapore,2536.52,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,48,,Australia - New South Wales,Singapore,4603.50,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,48,,Australia - New South Wales,UK,4989.36,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,48,,Australia - New South Wales,UK,8592.80,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,48,,Australia - New South Wales,UK,6482.87,2
SYD-SOU,SYD,SOU,S,55,Southeast Asia,48,,Australia - New South Wales,UK,17499.32,2
BNE-SOU,BNE,SOU,B,52,Southeast Asia,49,,Australia - Queensland,UK,8340.74,1
DXB-SOU,DXB,SOU,B,19,Middle East,49,0,UAE,UK,3714.96,2
DXB-SOU,DXB,SOU,B,19,Middle East,49,22,UAE,UK,3880.58,2
DXB-SOU,DXB,SOU,B,19,Middle East,49,36,UAE,UK,3320.77,2
DXB-SOU,DXB,SOU,B,19,Middle East,49,43,UAE,UK,2220.51,2
DXB-SOU,DXB,SOU,B,19,Middle East,49,,UAE,UK,3169.34,2
DXB-SOU,DXB,SOU,B,19,Middle East,49,,UAE,UK,3884.30,2
HKG-DXB,HKG,DXB,O,17,Southeast Asia,49,11,Hong Kong,UAE,2566.16,2
HKG-DXB,HKG,DXB,O,17,Southeast Asia,49,11,Hong Kong,UAE,2794.78,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,49,17,Hong Kong,UAE,2166.43,2
